net,length_um
cpu_core.regfile_inst.regs\[17\]\[0\],12.68µm
_02369_,12.66µm
_03142_,12.66µm
_03905_,12.66µm
_04635_,12.66µm
_04640_,12.66µm
_05004_,12.66µm
_05007_,12.66µm
cpu_core.regfile_inst.regs\[27\]\[11\],12.66µm
cpu_core.regfile_inst.regs\[27\]\[18\],12.66µm
cpu_core.regfile_inst.regs\[5\]\[17\],12.66µm
cpu_core.regfile_inst.regs\[8\]\[23\],12.66µm
_04178_,12.62µm
_04683_,12.62µm
cpu_core.regfile_inst.regs\[15\]\[10\],12.62µm
cpu_core.regfile_inst.regs\[17\]\[16\],12.62µm
cpu_core.regfile_inst.regs\[1\]\[17\],12.62µm
_04235_,12.6µm
cpu_core.regfile_inst.regs\[11\]\[16\],12.59µm
_03795_,12.58µm
_03931_,12.58µm
_04982_,12.58µm
cpu_core.ex_stage_inst.rs1_data_ex\[4\],12.58µm
cpu_core.regfile_inst.regs\[0\]\[21\],12.58µm
cpu_core.regfile_inst.regs\[16\]\[14\],12.58µm
_03053_,12.57µm
_03036_,12.56µm
_03262_,12.56µm
_03432_,12.56µm
cpu_core.regfile_inst.regs\[15\]\[2\],12.56µm
_02441_,12.54µm
cpu_core.regfile_inst.regs\[17\]\[11\],12.54µm
cpu_core.regfile_inst.regs\[31\]\[29\],12.54µm
_03046_,12.52µm
_03429_,12.52µm
_05195_,12.52µm
_01360_,12.505µm
_03297_,12.5µm
_03603_,12.5µm
_05225_,12.5µm
net398,12.5µm
_02558_,12.48µm
_01599_,12.465µm
_04542_,12.46µm
cpu_core.regfile_inst.regs\[11\]\[13\],12.46µm
cpu_core.regfile_inst.regs\[15\]\[25\],12.46µm
_00464_,12.45µm
_01288_,12.425µm
_01842_,12.42µm
_03215_,12.42µm
_03934_,12.42µm
_02775_,12.4µm
_04686_,12.4µm
_04803_,12.4µm
dbg_dmem_rdata[16],12.4µm
dbg_dmem_rdata[30],12.4µm
dbg_dmem_wdata[14],12.4µm
dbg_dmem_wdata[29],12.4µm
dbg_imem_addr[0],12.4µm
dbg_imem_addr[5],12.4µm
_02183_,12.38µm
_03017_,12.38µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[6\],12.38µm
_00181_,12.36µm
_02800_,12.36µm
_02162_,12.34µm
_03214_,12.34µm
_03260_,12.34µm
cpu_core.regfile_inst.regs\[20\]\[28\],12.34µm
_00102_,12.32µm
_02843_,12.3µm
_03641_,12.3µm
_04859_,12.3µm
_05265_,12.3µm
cpu_core.regfile_inst.regs\[25\]\[0\],12.3µm
_04687_,12.28µm
_05121_,12.28µm
_05181_,12.28µm
_04811_,12.26µm
_04165_,12.24µm
_05197_,12.24µm
cpu_core.regfile_inst.regs\[21\]\[24\],12.24µm
cpu_core.regfile_inst.regs\[4\]\[9\],12.24µm
_02764_,12.23µm
_02060_,12.22µm
_02329_,12.22µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[30\],12.22µm
cpu_core.regfile_inst.regs\[12\]\[14\],12.22µm
_00997_,12.205µm
_03253_,12.2µm
_04102_,12.2µm
cpu_core.regfile_inst.regs\[21\]\[16\],12.2µm
cpu_core.regfile_inst.regs\[25\]\[11\],12.2µm
cpu_core.regfile_inst.regs\[31\]\[24\],12.2µm
cpu_core.regfile_inst.regs\[9\]\[14\],12.2µm
cpu_core.mem_wb_reg_inst.read_data_out\[6\],12.195µm
_02721_,12.18µm
_04127_,12.18µm
_04597_,12.18µm
_00052_,12.16µm
_00122_,12.16µm
_02475_,12.16µm
_03614_,12.16µm
_04057_,12.16µm
_04498_,12.16µm
_04626_,12.16µm
_01870_,12.14µm
_03284_,12.14µm
_03289_,12.14µm
cpu_core.regfile_inst.regs\[8\]\[15\],12.14µm
_02646_,12.12µm
_03512_,12.12µm
_03984_,12.12µm
_04367_,12.12µm
_05087_,12.12µm
cpu_core.alu_result_mem\[0\],12.12µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[8\],12.12µm
cpu_core.regfile_inst.regs\[20\]\[29\],12.12µm
_02846_,12.1µm
_02986_,12.1µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[18\],12.1µm
_02778_,12.08µm
_03311_,12.08µm
_05018_,12.08µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[1\],12.08µm
cpu_core.regfile_inst.regs\[9\]\[26\],12.08µm
_02926_,12.06µm
prog_addr[1],12.06µm
prog_data[7],12.06µm
_04371_,12.04µm
cpu_core.mem_wb_reg_inst.read_data_out\[17\],12.04µm
cpu_core.regfile_inst.regs\[5\]\[23\],12.04µm
_01841_,12.02µm
_02425_,12.02µm
_02236_,12µm
_03090_,12µm
cpu_core.id_ex_reg_inst.pc_in\[13\],12µm
cpu_core.id_ex_reg_inst.pc_in\[6\],12µm
_04721_,11.98µm
_02539_,11.96µm
_03259_,11.96µm
cpu_core.regfile_inst.regs\[5\]\[1\],11.96µm
_04322_,11.94µm
cpu_core.regfile_inst.regs\[9\]\[12\],11.94µm
prog_data[21],11.94µm
_02525_,11.92µm
_02815_,11.9µm
_02886_,11.9µm
_04104_,11.9µm
_03033_,11.88µm
cpu_core.regfile_inst.regs\[12\]\[4\],11.86µm
_02924_,11.84µm
_03593_,11.84µm
_04767_,11.84µm
_05063_,11.84µm
_05148_,11.84µm
cpu_core.regfile_inst.regs\[28\]\[4\],11.84µm
_00171_,11.82µm
_05105_,11.82µm
_02014_,11.8µm
cpu_core.regfile_inst.regs\[8\]\[7\],11.79µm
_00456_,11.78µm
_03371_,11.78µm
_01670_,11.775µm
_00112_,11.76µm
_00176_,11.76µm
_02498_,11.76µm
_00701_,11.745µm
_01572_,11.745µm
_00028_,11.74µm
_02600_,11.74µm
_03288_,11.74µm
_04236_,11.74µm
_04446_,11.74µm
_04753_,11.74µm
cpu_core.regfile_inst.regs\[17\]\[22\],11.74µm
cpu_core.regfile_inst.regs\[1\]\[7\],11.74µm
cpu_core.regfile_inst.regs\[21\]\[3\],11.74µm
cpu_core.regfile_inst.regs\[21\]\[9\],11.74µm
cpu_core.regfile_inst.regs\[25\]\[19\],11.74µm
_02063_,11.72µm
_02121_,11.72µm
_03461_,11.72µm
cpu_core.regfile_inst.regs\[8\]\[1\],11.72µm
_04641_,11.7µm
_04706_,11.7µm
_04789_,11.7µm
cpu_core.regfile_inst.regs\[9\]\[1\],11.7µm
_01581_,11.685µm
_02354_,11.68µm
_04233_,11.68µm
_03630_,11.66µm
_04525_,11.66µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[11\],11.66µm
cpu_core.regfile_inst.regs\[12\]\[30\],11.66µm
net89,11.66µm
_02454_,11.64µm
_02214_,11.62µm
_02563_,11.62µm
_03139_,11.62µm
_04369_,11.62µm
_04438_,11.62µm
_04515_,11.62µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[22\],11.62µm
_02112_,11.6µm
_04422_,11.6µm
_05145_,11.6µm
_03195_,11.58µm
_02608_,11.56µm
_03189_,11.56µm
_03274_,11.56µm
_04974_,11.56µm
_03613_,11.54µm
_03914_,11.54µm
cpu_core.regfile_inst.regs\[28\]\[6\],11.54µm
_01460_,11.515µm
_04436_,11.5µm
_04462_,11.5µm
_00943_,11.485µm
_01024_,11.485µm
_02901_,11.48µm
_05287_,11.48µm
dbg_dmem_wdata[24],11.48µm
dbg_imem_addr[23],11.48µm
prog_data[10],11.48µm
prog_data[19],11.48µm
prog_data[25],11.48µm
prog_data[27],11.48µm
prog_data[29],11.48µm
prog_data[9],11.48µm
_04234_,11.46µm
_01747_,11.44µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[2\],11.44µm
_00009_,11.42µm
_03210_,11.42µm
cpu_core.regfile_inst.regs\[22\]\[5\],11.42µm
cpu_core.regfile_inst.regs\[10\]\[29\],11.405µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[16\],11.4µm
cpu_core.regfile_inst.regs\[13\]\[30\],11.4µm
cpu_core.regfile_inst.regs\[19\]\[25\],11.38µm
_01160_,11.365µm
_00017_,11.36µm
_03002_,11.36µm
_03715_,11.36µm
_04455_,11.36µm
prog_data[26],11.355µm
_02947_,11.34µm
cpu_core.regfile_inst.regs\[5\]\[19\],11.34µm
_03028_,11.33µm
_03186_,11.325µm
_00186_,11.32µm
_02855_,11.32µm
_03678_,11.32µm
_04231_,11.32µm
_04663_,11.32µm
cpu_core.regfile_inst.regs\[29\]\[24\],11.32µm
cpu_core.regfile_inst.regs\[29\]\[5\],11.32µm
cpu_core.regfile_inst.regs\[7\]\[18\],11.32µm
_02163_,11.315µm
_00133_,11.3µm
_05227_,11.3µm
cpu_core.id_ex_reg_inst.pc_in\[8\],11.3µm
_05022_,11.28µm
cpu_core.alu_result_wb\[9\],11.28µm
cpu_core.regfile_inst.regs\[31\]\[30\],11.28µm
_02456_,11.26µm
cpu_core.regfile_inst.regs\[23\]\[30\],11.26µm
_02635_,11.24µm
_03381_,11.24µm
_03607_,11.24µm
_05059_,11.24µm
cpu_core.regfile_inst.regs\[17\]\[12\],11.24µm
cpu_core.regfile_inst.regs\[29\]\[4\],11.24µm
net132,11.24µm
prog_data[17],11.235µm
_02029_,11.22µm
_00744_,11.205µm
_00663_,11.2µm
_02728_,11.2µm
_05035_,11.2µm
_05284_,11.2µm
cpu_core.regfile_inst.regs\[29\]\[0\],11.2µm
_02044_,11.16µm
_02652_,11.16µm
_03061_,11.16µm
_03544_,11.16µm
_04583_,11.16µm
_04765_,11.16µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[9\],11.16µm
_05040_,11.14µm
cpu_core.regfile_inst.regs\[13\]\[21\],11.14µm
prog_addr[2],11.14µm
prog_addr[3],11.14µm
prog_addr[4],11.14µm
prog_addr[5],11.14µm
prog_addr[6],11.14µm
prog_addr[7],11.14µm
prog_data[0],11.14µm
prog_data[11],11.14µm
prog_data[12],11.14µm
prog_data[13],11.14µm
prog_data[14],11.14µm
prog_data[1],11.14µm
prog_data[24],11.14µm
prog_data[28],11.14µm
prog_data[2],11.14µm
prog_data[30],11.14µm
prog_data[8],11.14µm
_02701_,11.12µm
_04867_,11.12µm
cpu_core.regfile_inst.regs\[1\]\[30\],11.12µm
cpu_core.regfile_inst.regs\[26\]\[8\],11.11µm
_02854_,11.1µm
_04103_,11.1µm
cpu_core.regfile_inst.regs\[4\]\[19\],11.1µm
_03714_,11.08µm
cpu_core.id_ex_reg_inst.pc_in\[15\],11.08µm
cpu_core.regfile_inst.regs\[17\]\[18\],11.06µm
_03272_,11.02µm
_03489_,11.02µm
_04408_,11.02µm
_05028_,11.02µm
dbg_dmem_wdata[22],11.02µm
dbg_dmem_wdata[30],11.02µm
prog_data[22],11.02µm
prog_data[23],11.02µm
_03469_,11µm
_00307_,10.97µm
_04665_,10.97µm
cpu_core.alu_result_wb\[10\],10.96µm
cpu_core.regfile_inst.regs\[13\]\[22\],10.96µm
cpu_core.regfile_inst.regs\[15\]\[28\],10.96µm
_02911_,10.94µm
cpu_core.regfile_inst.regs\[22\]\[21\],10.94µm
_01740_,10.92µm
_01742_,10.92µm
_02310_,10.92µm
_02680_,10.9µm
_03387_,10.9µm
_04718_,10.9µm
_02864_,10.88µm
cpu_core.regfile_inst.regs\[20\]\[16\],10.88µm
_03295_,10.86µm
_03314_,10.86µm
_03923_,10.86µm
cpu_core.regfile_inst.regs\[21\]\[4\],10.86µm
cpu_core.regfile_inst.regs\[21\]\[15\],10.84µm
_01480_,10.825µm
_00180_,10.82µm
_04175_,10.82µm
_04430_,10.82µm
_04939_,10.82µm
cpu_core.regfile_inst.regs\[7\]\[21\],10.82µm
cpu_core.regfile_inst.regs\[9\]\[27\],10.82µm
_00672_,10.81µm
_02673_,10.8µm
_03465_,10.8µm
_03567_,10.8µm
_04490_,10.8µm
_01643_,10.795µm
_00975_,10.785µm
_03162_,10.78µm
_03309_,10.78µm
_04093_,10.78µm
_04791_,10.78µm
cpu_core.id_ex_reg_inst.pc_in\[18\],10.78µm
cpu_core.regfile_inst.regs\[12\]\[12\],10.78µm
_02288_,10.76µm
_03481_,10.76µm
_00771_,10.745µm
_04630_,10.74µm
_05038_,10.74µm
_05286_,10.74µm
cpu_core.alu_result_wb\[24\],10.74µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[10\],10.74µm
cpu_core.regfile_inst.regs\[20\]\[13\],10.74µm
_02390_,10.7µm
_03621_,10.7µm
_04547_,10.7µm
_05199_,10.7µm
_01671_,10.685µm
_02618_,10.66µm
_03960_,10.65µm
_01822_,10.62µm
_01901_,10.62µm
_03039_,10.62µm
_03303_,10.62µm
_02340_,10.6µm
_01663_,10.585µm
_02905_,10.58µm
_04790_,10.58µm
cpu_core.hazard_inst.if_id_rs2\[0\],10.58µm
_04656_,10.56µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[6\],10.56µm
dbg_dmem_wdata[13],10.56µm
dbg_dmem_wdata[20],10.56µm
dbg_dmem_wdata[6],10.56µm
_02614_,10.54µm
_01389_,10.525µm
_00100_,10.52µm
_00764_,10.505µm
_00938_,10.505µm
_03275_,10.5µm
_03988_,10.5µm
_01271_,10.485µm
_03117_,10.48µm
_04610_,10.46µm
_05037_,10.46µm
_05119_,10.46µm
cpu_core.alu_result_wb\[18\],10.42µm
_00055_,10.4µm
_00058_,10.4µm
_03700_,10.4µm
_03953_,10.4µm
_04262_,10.4µm
_04312_,10.4µm
cpu_core.regfile_inst.regs\[13\]\[13\],10.4µm
_00813_,10.365µm
_01827_,10.36µm
_02084_,10.36µm
_05216_,10.36µm
cpu_core.regfile_inst.regs\[1\]\[9\],10.36µm
cpu_core.regfile_inst.regs\[3\]\[21\],10.36µm
_04089_,10.34µm
_04418_,10.34µm
_05169_,10.34µm
_04204_,10.32µm
_04520_,10.32µm
_04632_,10.32µm
cpu_core.regfile_inst.regs\[25\]\[4\],10.32µm
_01087_,10.305µm
_03049_,10.3µm
_01425_,10.285µm
_01933_,10.28µm
_02268_,10.28µm
_02725_,10.28µm
_04147_,10.28µm
_04214_,10.28µm
_04580_,10.28µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[7\],10.28µm
cpu_core.regfile_inst.regs\[21\]\[30\],10.28µm
_02575_,10.26µm
_03018_,10.26µm
_03298_,10.26µm
_03307_,10.26µm
_04363_,10.26µm
_04526_,10.26µm
_05120_,10.26µm
cpu_core.id_ex_reg_inst.pc_in\[30\],10.26µm
_00995_,10.245µm
_01296_,10.245µm
_02683_,10.24µm
_04194_,10.24µm
_05266_,10.24µm
_00926_,10.22µm
prog_data[31],10.22µm
_00060_,10.2µm
_02488_,10.2µm
_04481_,10.2µm
_04550_,10.2µm
_01287_,10.195µm
cpu_core.regfile_inst.regs\[22\]\[25\],10.18µm
_01443_,10.165µm
_01650_,10.165µm
_02364_,10.16µm
_02380_,10.16µm
_02703_,10.16µm
_04228_,10.16µm
_05263_,10.16µm
_03150_,10.12µm
_04036_,10.12µm
dbg_imem_addr[11],10.1µm
_01972_,10.08µm
_02231_,10.08µm
cpu_core.regfile_inst.regs\[9\]\[4\],10.08µm
dbg_dmem_rdata[12],10.08µm
_03970_,10.075µm
_03966_,10.065µm
_03268_,10.04µm
_03338_,10.04µm
_00046_,10.02µm
_01977_,10.005µm
_04809_,10µm
cpu_core.regfile_inst.regs\[9\]\[0\],10µm
_04169_,9.98µm
_04852_,9.98µm
_01967_,9.96µm
_03206_,9.96µm
cpu_core.alu_result_wb\[23\],9.96µm
_04166_,9.94µm
cpu_core.alu_result_wb\[16\],9.94µm
cpu_core.mem_wb_reg_inst.read_data_out\[18\],9.94µm
_00077_,9.92µm
_02810_,9.92µm
_03086_,9.92µm
_02500_,9.9µm
_02838_,9.9µm
_04598_,9.9µm
_04833_,9.9µm
_00018_,9.88µm
_02074_,9.88µm
_02934_,9.86µm
_03430_,9.86µm
_03732_,9.86µm
_03878_,9.86µm
_04116_,9.86µm
_04392_,9.86µm
_01995_,9.84µm
_02877_,9.84µm
_02623_,9.82µm
_03549_,9.82µm
_03760_,9.82µm
_04774_,9.82µm
_04840_,9.82µm
_04898_,9.82µm
_05171_,9.82µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[5\],9.82µm
cpu_core.regfile_inst.regs\[0\]\[30\],9.82µm
_02258_,9.8µm
_03280_,9.8µm
_02066_,9.78µm
_04277_,9.78µm
_04331_,9.78µm
_02175_,9.775µm
_00243_,9.77µm
_01122_,9.765µm
_01348_,9.765µm
_03062_,9.76µm
_04412_,9.76µm
prog_data[3],9.76µm
prog_data[4],9.76µm
_01644_,9.745µm
_00142_,9.74µm
_03292_,9.72µm
_03192_,9.7µm
_04022_,9.7µm
_05167_,9.7µm
_04021_,9.68µm
_01892_,9.66µm
_02328_,9.66µm
_03313_,9.66µm
_03738_,9.66µm
_04638_,9.66µm
_00792_,9.645µm
_00856_,9.645µm
_04398_,9.64µm
_04979_,9.64µm
dbg_dmem_addr[16],9.64µm
dbg_dmem_addr[1],9.64µm
dbg_dmem_addr[31],9.64µm
dbg_dmem_rdata[31],9.64µm
dbg_dmem_wdata[12],9.64µm
dbg_dmem_wdata[27],9.64µm
dbg_imem_addr[20],9.64µm
dbg_imem_addr[24],9.64µm
dbg_imem_addr[29],9.64µm
dbg_imem_addr[9],9.64µm
dbg_imem_data[22],9.64µm
dbg_imem_data[7],9.64µm
prog_data[15],9.64µm
prog_data[18],9.64µm
_00405_,9.63µm
_03277_,9.62µm
_04069_,9.62µm
_00110_,9.6µm
_02522_,9.6µm
_03290_,9.6µm
_02732_,9.58µm
_01404_,9.545µm
_01721_,9.54µm
_01745_,9.54µm
_04941_,9.54µm
_05231_,9.54µm
_00851_,9.535µm
_05317_,9.52µm
_01790_,9.48µm
_01868_,9.48µm
_02087_,9.48µm
_02985_,9.48µm
_03863_,9.48µm
_04693_,9.48µm
_05041_,9.48µm
cpu_core.alu_result_wb\[12\],9.48µm
_02489_,9.46µm
_01538_,9.445µm
_02102_,9.44µm
_02403_,9.44µm
_03392_,9.44µm
_03474_,9.44µm
_04161_,9.44µm
_04479_,9.44µm
cpu_core.regfile_inst.regs\[11\]\[29\],9.44µm
cpu_core.regfile_inst.regs\[5\]\[3\],9.44µm
_02018_,9.42µm
_02793_,9.42µm
_02825_,9.42µm
_05246_,9.42µm
_01582_,9.415µm
_02149_,9.4µm
_02714_,9.4µm
_03716_,9.4µm
_04151_,9.4µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[13\],9.4µm
_03097_,9.38µm
_00906_,9.365µm
_01228_,9.365µm
_02146_,9.36µm
_03895_,9.36µm
_04008_,9.36µm
_04740_,9.36µm
_04779_,9.36µm
cpu_core.alu_result_wb\[1\],9.36µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[23\],9.36µm
cpu_core.regfile_inst.regs\[22\]\[28\],9.36µm
_01019_,9.345µm
_00574_,9.34µm
_01883_,9.34µm
_05058_,9.34µm
cpu_core.mem_wb_reg_inst.read_data_out\[4\],9.335µm
_03138_,9.33µm
_01064_,9.325µm
_03103_,9.32µm
_03499_,9.32µm
_04026_,9.32µm
_04379_,9.32µm
_04404_,9.32µm
_04463_,9.32µm
_04516_,9.32µm
_04560_,9.32µm
_04819_,9.32µm
_04957_,9.32µm
_05130_,9.32µm
_02921_,9.3µm
_03173_,9.3µm
_01900_,9.28µm
_01210_,9.26µm
_02788_,9.26µm
_03816_,9.26µm
_04785_,9.26µm
_01579_,9.255µm
_02983_,9.24µm
_03876_,9.24µm
_00515_,9.23µm
_00731_,9.225µm
_02883_,9.22µm
_03733_,9.22µm
_04078_,9.22µm
_04546_,9.22µm
_05311_,9.22µm
cpu_core.regfile_inst.regs\[12\]\[19\],9.22µm
_00104_,9.2µm
_03601_,9.2µm
_04495_,9.2µm
_04623_,9.2µm
_04995_,9.2µm
_01382_,9.185µm
_00094_,9.18µm
_03956_,9.18µm
dbg_dmem_rdata[13],9.18µm
dbg_dmem_rdata[29],9.18µm
dbg_dmem_wdata[0],9.18µm
dbg_dmem_wdata[1],9.18µm
dbg_dmem_wdata[28],9.18µm
dbg_imem_addr[8],9.18µm
_00223_,9.16µm
_05325_,9.16µm
_02289_,9.14µm
_03652_,9.14µm
_01391_,9.125µm
_02833_,9.12µm
_02975_,9.12µm
_03158_,9.12µm
_03202_,9.12µm
_04497_,9.12µm
_00518_,9.11µm
_02493_,9.1µm
_02463_,9.08µm
_04226_,9.08µm
_01123_,9.075µm
_03207_,9.06µm
_04306_,9.06µm
_04553_,9.06µm
_02636_,9.04µm
_03190_,9.04µm
_03941_,9.04µm
_00145_,9.02µm
_01757_,9.02µm
_02042_,9.02µm
_02135_,9.02µm
_02796_,9.02µm
_03785_,9.02µm
_04050_,9.02µm
_04427_,9.02µm
_04733_,9.02µm
_04998_,9.02µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[14\],9.02µm
_02153_,9.015µm
_01923_,9µm
_01948_,9µm
_03013_,9µm
_00599_,8.99µm
_02540_,8.99µm
_00996_,8.985µm
_01682_,8.985µm
_01733_,8.98µm
_02839_,8.98µm
_03656_,8.98µm
_03824_,8.98µm
_04201_,8.98µm
_04435_,8.98µm
_04967_,8.98µm
_05094_,8.98µm
cpu_core.regfile_inst.regs\[28\]\[20\],8.98µm
_00234_,8.97µm
_02648_,8.96µm
_04146_,8.96µm
net129,8.96µm
_01433_,8.945µm
_02784_,8.94µm
_03304_,8.94µm
_03720_,8.94µm
_04575_,8.94µm
_01009_,8.915µm
_00800_,8.905µm
_01552_,8.905µm
_00083_,8.9µm
_01921_,8.9µm
_01931_,8.9µm
_02451_,8.9µm
_02590_,8.9µm
_02772_,8.9µm
_03070_,8.9µm
_03861_,8.9µm
_03951_,8.9µm
_04106_,8.9µm
_04145_,8.9µm
_05079_,8.9µm
cpu_core.alu_result_wb\[20\],8.9µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[13\],8.9µm
cpu_core.regfile_inst.regs\[0\]\[11\],8.9µm
net385,8.9µm
_00600_,8.89µm
_02992_,8.88µm
_03872_,8.88µm
cpu_core.regfile_inst.regs\[6\]\[13\],8.875µm
_02302_,8.86µm
_02869_,8.86µm
_04473_,8.86µm
_05191_,8.86µm
_05314_,8.86µm
_00719_,8.845µm
_02174_,8.82µm
_02945_,8.82µm
_04568_,8.82µm
_04675_,8.82µm
_03399_,8.8µm
_03439_,8.8µm
_03722_,8.8µm
_04834_,8.8µm
_02556_,8.78µm
_03839_,8.78µm
_04087_,8.78µm
_04842_,8.78µm
cpu_core.id_ex_reg_inst.pc_in\[1\],8.78µm
cpu_core.mem_wb_reg_inst.read_data_out\[23\],8.78µm
cpu_core.regfile_inst.regs\[29\]\[21\],8.78µm
_02870_,8.76µm
_04199_,8.76µm
_00238_,8.74µm
_02892_,8.74µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[15\],8.74µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[17\],8.74µm
_00757_,8.725µm
dbg_dmem_addr[0],8.72µm
dbg_dmem_addr[10],8.72µm
dbg_dmem_addr[11],8.72µm
dbg_dmem_addr[12],8.72µm
dbg_dmem_addr[13],8.72µm
dbg_dmem_addr[14],8.72µm
dbg_dmem_addr[15],8.72µm
dbg_dmem_addr[17],8.72µm
dbg_dmem_addr[18],8.72µm
dbg_dmem_addr[19],8.72µm
dbg_dmem_addr[20],8.72µm
dbg_dmem_addr[21],8.72µm
dbg_dmem_addr[22],8.72µm
dbg_dmem_addr[23],8.72µm
dbg_dmem_addr[24],8.72µm
dbg_dmem_addr[25],8.72µm
dbg_dmem_addr[26],8.72µm
dbg_dmem_addr[27],8.72µm
dbg_dmem_addr[28],8.72µm
dbg_dmem_addr[29],8.72µm
dbg_dmem_addr[2],8.72µm
dbg_dmem_addr[30],8.72µm
dbg_dmem_addr[3],8.72µm
dbg_dmem_addr[4],8.72µm
dbg_dmem_addr[5],8.72µm
dbg_dmem_addr[6],8.72µm
dbg_dmem_addr[7],8.72µm
dbg_dmem_addr[8],8.72µm
dbg_dmem_addr[9],8.72µm
dbg_dmem_rdata[0],8.72µm
dbg_dmem_rdata[10],8.72µm
dbg_dmem_rdata[11],8.72µm
dbg_dmem_rdata[15],8.72µm
dbg_dmem_rdata[17],8.72µm
dbg_dmem_rdata[18],8.72µm
dbg_dmem_rdata[19],8.72µm
dbg_dmem_rdata[1],8.72µm
dbg_dmem_rdata[20],8.72µm
dbg_dmem_rdata[21],8.72µm
dbg_dmem_rdata[22],8.72µm
dbg_dmem_rdata[23],8.72µm
dbg_dmem_rdata[24],8.72µm
dbg_dmem_rdata[25],8.72µm
dbg_dmem_rdata[26],8.72µm
dbg_dmem_rdata[27],8.72µm
dbg_dmem_rdata[28],8.72µm
dbg_dmem_rdata[2],8.72µm
dbg_dmem_rdata[3],8.72µm
dbg_dmem_rdata[4],8.72µm
dbg_dmem_rdata[5],8.72µm
dbg_dmem_rdata[6],8.72µm
dbg_dmem_rdata[7],8.72µm
dbg_dmem_rdata[8],8.72µm
dbg_dmem_rdata[9],8.72µm
dbg_dmem_wdata[10],8.72µm
dbg_dmem_wdata[11],8.72µm
dbg_dmem_wdata[15],8.72µm
dbg_dmem_wdata[16],8.72µm
dbg_dmem_wdata[17],8.72µm
dbg_dmem_wdata[18],8.72µm
dbg_dmem_wdata[19],8.72µm
dbg_dmem_wdata[21],8.72µm
dbg_dmem_wdata[23],8.72µm
dbg_dmem_wdata[25],8.72µm
dbg_dmem_wdata[26],8.72µm
dbg_dmem_wdata[2],8.72µm
dbg_dmem_wdata[31],8.72µm
dbg_dmem_wdata[3],8.72µm
dbg_dmem_wdata[4],8.72µm
dbg_dmem_wdata[5],8.72µm
dbg_dmem_wdata[7],8.72µm
dbg_dmem_wdata[8],8.72µm
dbg_dmem_wdata[9],8.72µm
dbg_dmem_we,8.72µm
dbg_imem_addr[10],8.72µm
dbg_imem_addr[12],8.72µm
dbg_imem_addr[13],8.72µm
dbg_imem_addr[14],8.72µm
dbg_imem_addr[15],8.72µm
dbg_imem_addr[16],8.72µm
dbg_imem_addr[17],8.72µm
dbg_imem_addr[18],8.72µm
dbg_imem_addr[19],8.72µm
dbg_imem_addr[1],8.72µm
dbg_imem_addr[21],8.72µm
dbg_imem_addr[22],8.72µm
dbg_imem_addr[25],8.72µm
dbg_imem_addr[26],8.72µm
dbg_imem_addr[27],8.72µm
dbg_imem_addr[28],8.72µm
dbg_imem_addr[2],8.72µm
dbg_imem_addr[30],8.72µm
dbg_imem_addr[31],8.72µm
dbg_imem_addr[3],8.72µm
dbg_imem_addr[4],8.72µm
dbg_imem_addr[6],8.72µm
dbg_imem_addr[7],8.72µm
dbg_imem_data[0],8.72µm
dbg_imem_data[10],8.72µm
dbg_imem_data[11],8.72µm
dbg_imem_data[12],8.72µm
dbg_imem_data[13],8.72µm
dbg_imem_data[14],8.72µm
dbg_imem_data[15],8.72µm
dbg_imem_data[16],8.72µm
dbg_imem_data[17],8.72µm
dbg_imem_data[18],8.72µm
dbg_imem_data[19],8.72µm
dbg_imem_data[1],8.72µm
dbg_imem_data[20],8.72µm
dbg_imem_data[21],8.72µm
dbg_imem_data[23],8.72µm
dbg_imem_data[24],8.72µm
dbg_imem_data[25],8.72µm
dbg_imem_data[26],8.72µm
dbg_imem_data[27],8.72µm
dbg_imem_data[28],8.72µm
dbg_imem_data[29],8.72µm
dbg_imem_data[2],8.72µm
dbg_imem_data[30],8.72µm
dbg_imem_data[31],8.72µm
dbg_imem_data[3],8.72µm
dbg_imem_data[4],8.72µm
dbg_imem_data[5],8.72µm
dbg_imem_data[6],8.72µm
dbg_imem_data[8],8.72µm
dbg_imem_data[9],8.72µm
_01357_,8.715µm
_03796_,8.7µm
_04031_,8.7µm
_01297_,8.695µm
_03974_,8.685µm
_00187_,8.68µm
_03894_,8.68µm
