net,length_um
_04159_,16.14µm
_04570_,16.14µm
cpu_core.ex_stage_inst.rs2_data_ex\[12\],16.14µm
cpu_core.regfile_inst.regs\[13\]\[22\],16.14µm
_02037_,16.12µm
_02400_,16.12µm
_02527_,16.11µm
_01887_,16.1µm
_03608_,16.1µm
_03073_,16.08µm
_01935_,16.06µm
_02409_,16.06µm
cpu_core.regfile_inst.regs\[5\]\[29\],16.06µm
cpu_core.regfile_inst.regs\[6\]\[15\],16.05µm
_02194_,16.04µm
_03633_,16.04µm
_04591_,16.04µm
cpu_core.regfile_inst.regs\[1\]\[13\],16.04µm
cpu_core.regfile_inst.regs\[22\]\[1\],16.035µm
_04756_,16.02µm
cpu_core.regfile_inst.regs\[0\]\[11\],16.02µm
cpu_core.regfile_inst.regs\[31\]\[30\],16.02µm
cpu_core.regfile_inst.regs\[8\]\[28\],16.02µm
_03018_,16µm
_04236_,16µm
_04368_,16µm
cpu_core.regfile_inst.regs\[0\]\[30\],16µm
cpu_core.regfile_inst.regs\[12\]\[14\],16µm
dmem_dout\[29\],15.99µm
_02424_,15.98µm
_02447_,15.98µm
_03622_,15.98µm
_04757_,15.98µm
_03919_,15.96µm
cpu_core.regfile_inst.regs\[11\]\[25\],15.96µm
_03384_,15.94µm
cpu_core.regfile_inst.regs\[19\]\[20\],15.94µm
cpu_core.regfile_inst.regs\[25\]\[9\],15.94µm
cpu_core.regfile_inst.regs\[29\]\[3\],15.94µm
cpu_core.regfile_inst.regs\[14\]\[6\],15.93µm
cpu_core.regfile_inst.regs\[6\]\[10\],15.925µm
_02138_,15.92µm
_04443_,15.92µm
_02968_,15.9µm
cpu_core.regfile_inst.regs\[19\]\[2\],15.9µm
net1317,15.9µm
cpu_core.regfile_inst.regs\[18\]\[20\],15.89µm
_04426_,15.88µm
net1380,15.88µm
_03518_,15.86µm
cpu_core.regfile_inst.regs\[14\]\[14\],15.86µm
_02075_,15.84µm
_03512_,15.84µm
cpu_core.regfile_inst.regs\[13\]\[10\],15.84µm
cpu_core.regfile_inst.regs\[1\]\[10\],15.84µm
cpu_core.regfile_inst.regs\[8\]\[11\],15.84µm
cpu_core.regfile_inst.regs\[20\]\[25\],15.82µm
cpu_core.regfile_inst.regs\[14\]\[31\],15.81µm
_02054_,15.8µm
_02341_,15.8µm
cpu_core.regfile_inst.regs\[17\]\[24\],15.8µm
cpu_core.regfile_inst.regs\[26\]\[10\],15.795µm
_02376_,15.78µm
_04246_,15.78µm
cpu_core.regfile_inst.regs\[16\]\[29\],15.78µm
cpu_core.regfile_inst.regs\[21\]\[10\],15.78µm
net2196,15.78µm
_02063_,15.76µm
_03750_,15.76µm
_03818_,15.76µm
cpu_core.regfile_inst.regs\[15\]\[3\],15.76µm
_02776_,15.74µm
cpu_core.regfile_inst.regs\[30\]\[7\],15.73µm
_02398_,15.72µm
_02197_,15.68µm
_03863_,15.68µm
_04586_,15.68µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[23\],15.68µm
cpu_core.regfile_inst.regs\[0\]\[25\],15.68µm
cpu_core.regfile_inst.regs\[15\]\[30\],15.68µm
cpu_core.regfile_inst.regs\[28\]\[6\],15.68µm
_02500_,15.66µm
_02065_,15.64µm
cpu_core.regfile_inst.regs\[25\]\[31\],15.64µm
cpu_core.regfile_inst.regs\[5\]\[8\],15.64µm
net1244,15.63µm
_02428_,15.62µm
_03305_,15.62µm
_04227_,15.62µm
_02098_,15.6µm
_02396_,15.6µm
_03198_,15.6µm
cpu_core.regfile_inst.regs\[11\]\[16\],15.6µm
cpu_core.regfile_inst.regs\[9\]\[17\],15.6µm
_01956_,15.58µm
_02706_,15.58µm
_02960_,15.56µm
cpu_core.regfile_inst.regs\[15\]\[19\],15.56µm
cpu_core.regfile_inst.regs\[19\]\[28\],15.56µm
cpu_core.regfile_inst.regs\[5\]\[15\],15.56µm
cpu_core.regfile_inst.regs\[18\]\[18\],15.545µm
cpu_core.regfile_inst.regs\[31\]\[13\],15.53µm
_02755_,15.52µm
cpu_core.regfile_inst.regs\[0\]\[14\],15.52µm
cpu_core.regfile_inst.regs\[1\]\[8\],15.52µm
dmem_dout\[24\],15.51µm
cpu_core.regfile_inst.regs\[24\]\[1\],15.5µm
_02422_,15.48µm
cpu_core.regfile_inst.regs\[6\]\[24\],15.48µm
cpu_core.regfile_inst.regs\[24\]\[19\],15.46µm
cpu_core.regfile_inst.regs\[27\]\[2\],15.46µm
cpu_core.regfile_inst.regs\[11\]\[23\],15.44µm
cpu_core.regfile_inst.regs\[13\]\[0\],15.44µm
cpu_core.regfile_inst.regs\[7\]\[11\],15.44µm
_02025_,15.42µm
_02260_,15.42µm
_03626_,15.42µm
_04664_,15.42µm
cpu_core.ex_stage_inst.pc_ex\[16\],15.42µm
_02438_,15.4µm
_03959_,15.4µm
_04530_,15.4µm
_04827_,15.4µm
cpu_core.regfile_inst.regs\[10\]\[15\],15.385µm
_02572_,15.38µm
_02703_,15.38µm
_03615_,15.38µm
_03689_,15.38µm
cpu_core.regfile_inst.regs\[21\]\[9\],15.38µm
cpu_core.regfile_inst.regs\[29\]\[20\],15.38µm
cpu_core.regfile_inst.regs\[31\]\[1\],15.38µm
cpu_core.regfile_inst.regs\[7\]\[25\],15.38µm
cpu_core.regfile_inst.regs\[8\]\[5\],15.38µm
_03274_,15.34µm
_03412_,15.34µm
_04743_,15.34µm
_04749_,15.34µm
cpu_core.regfile_inst.regs\[3\]\[10\],15.34µm
net1685,15.34µm
_04484_,15.3µm
_00153_,15.26µm
_04006_,15.26µm
cpu_core.regfile_inst.regs\[5\]\[10\],15.24µm
net1663,15.24µm
cpu_core.regfile_inst.regs\[22\]\[31\],15.235µm
_03443_,15.22µm
_04399_,15.22µm
_04515_,15.22µm
cpu_core.regfile_inst.regs\[9\]\[18\],15.22µm
cpu_core.regfile_inst.regs\[22\]\[4\],15.19µm
_02461_,15.18µm
_02825_,15.18µm
_04621_,15.18µm
cpu_core.regfile_inst.regs\[12\]\[15\],15.18µm
cpu_core.regfile_inst.regs\[15\]\[1\],15.18µm
cpu_core.regfile_inst.regs\[1\]\[1\],15.18µm
cpu_core.regfile_inst.regs\[21\]\[2\],15.18µm
cpu_core.regfile_inst.regs\[17\]\[3\],15.15µm
_02660_,15.14µm
_03502_,15.14µm
cpu_core.regfile_inst.regs\[4\]\[25\],15.14µm
cpu_core.regfile_inst.regs\[30\]\[8\],15.115µm
cpu_core.regfile_inst.regs\[18\]\[12\],15.105µm
_02819_,15.1µm
_02830_,15.1µm
_04384_,15.1µm
cpu_core.regfile_inst.regs\[21\]\[23\],15.1µm
_04013_,15.08µm
cpu_core.regfile_inst.regs\[5\]\[25\],15.08µm
_02193_,15.06µm
_02854_,15.06µm
_03368_,15.04µm
_03524_,15.04µm
_03931_,15.04µm
cpu_core.regfile_inst.regs\[23\]\[24\],15.04µm
cpu_core.regfile_inst.regs\[30\]\[11\],15.03µm
_03987_,15.02µm
_04722_,15.02µm
cpu_core.regfile_inst.regs\[25\]\[25\],15.02µm
net1248,15.01µm
cpu_core.regfile_inst.regs\[5\]\[21\],15µm
_02074_,14.98µm
_02115_,14.98µm
_03160_,14.98µm
cpu_core.regfile_inst.regs\[18\]\[7\],14.97µm
cpu_core.regfile_inst.regs\[10\]\[5\],14.965µm
_02139_,14.96µm
_03990_,14.96µm
cpu_core.regfile_inst.regs\[1\]\[16\],14.96µm
_02884_,14.94µm
cpu_core.regfile_inst.regs\[5\]\[2\],14.92µm
cpu_core.regfile_inst.regs\[22\]\[18\],14.89µm
_03166_,14.88µm
_03972_,14.88µm
cpu_core.regfile_inst.regs\[27\]\[28\],14.88µm
cpu_core.regfile_inst.regs\[4\]\[15\],14.88µm
net2210,14.88µm
cpu_core.regfile_inst.regs\[30\]\[17\],14.875µm
_01736_,14.86µm
_03941_,14.86µm
_02498_,14.84µm
_02760_,14.84µm
_04304_,14.84µm
cpu_core.mem_wb_reg_inst.read_data_out\[0\],14.84µm
cpu_core.regfile_inst.regs\[19\]\[12\],14.84µm
_04085_,14.8µm
cpu_core.mem_wb_reg_inst.read_data_out\[23\],14.8µm
cpu_core.regfile_inst.regs\[0\]\[2\],14.8µm
cpu_core.regfile_inst.regs\[22\]\[17\],14.795µm
dmem_dout\[26\],14.79µm
_02882_,14.78µm
cpu_core.regfile_inst.regs\[31\]\[5\],14.78µm
cpu_core.regfile_inst.regs\[14\]\[15\],14.77µm
cpu_core.regfile_inst.regs\[22\]\[2\],14.77µm
_02860_,14.76µm
_03901_,14.76µm
cpu_core.regfile_inst.regs\[0\]\[18\],14.76µm
cpu_core.regfile_inst.regs\[17\]\[31\],14.76µm
cpu_core.regfile_inst.regs\[9\]\[7\],14.76µm
cpu_core.regfile_inst.regs\[10\]\[11\],14.75µm
dmem_dout\[28\],14.75µm
cpu_core.regfile_inst.regs\[0\]\[0\],14.74µm
cpu_core.regfile_inst.regs\[28\]\[17\],14.74µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[14\],14.72µm
cpu_core.regfile_inst.regs\[25\]\[27\],14.72µm
_02036_,14.7µm
_01874_,14.68µm
_04053_,14.68µm
cpu_core.regfile_inst.regs\[1\]\[3\],14.68µm
net2258,14.68µm
cpu_core.regfile_inst.regs\[26\]\[16\],14.67µm
_00100_,14.66µm
_03118_,14.66µm
cpu_core.regfile_inst.regs\[13\]\[19\],14.66µm
cpu_core.regfile_inst.regs\[6\]\[28\],14.66µm
cpu_core.regfile_inst.regs\[7\]\[4\],14.66µm
cpu_core.regfile_inst.regs\[10\]\[0\],14.655µm
cpu_core.regfile_inst.regs\[26\]\[14\],14.65µm
cpu_core.regfile_inst.regs\[22\]\[21\],14.64µm
cpu_core.regfile_inst.regs\[9\]\[25\],14.64µm
cpu_core.regfile_inst.regs\[30\]\[1\],14.63µm
_03010_,14.62µm
_03568_,14.6µm
_04308_,14.6µm
cpu_core.ex_stage_inst.rs2_data_ex\[17\],14.6µm
_02606_,14.56µm
cpu_core.regfile_inst.regs\[2\]\[18\],14.55µm
_02406_,14.54µm
_03948_,14.52µm
cpu_core.regfile_inst.regs\[5\]\[14\],14.52µm
_02141_,14.5µm
_02944_,14.5µm
_03920_,14.5µm
_04392_,14.5µm
_02575_,14.48µm
_03243_,14.48µm
cpu_core.regfile_inst.regs\[23\]\[31\],14.47µm
dmem_dout\[25\],14.47µm
_03102_,14.46µm
_03849_,14.46µm
_04337_,14.46µm
_04583_,14.46µm
cpu_core.regfile_inst.regs\[13\]\[9\],14.46µm
_03533_,14.45µm
_02964_,14.44µm
cpu_core.regfile_inst.regs\[16\]\[8\],14.44µm
cpu_core.regfile_inst.regs\[9\]\[29\],14.44µm
cpu_core.regfile_inst.regs\[14\]\[10\],14.435µm
dmem_dout\[22\],14.43µm
dmem_dout\[27\],14.43µm
_03430_,14.42µm
_03642_,14.42µm
_03816_,14.42µm
_03937_,14.42µm
_04622_,14.42µm
_04666_,14.42µm
cpu_core.regfile_inst.regs\[2\]\[19\],14.415µm
_02303_,14.4µm
cpu_core.ex_stage_inst.alu_control_inst.is_rtype,14.4µm
_02012_,14.38µm
_02700_,14.38µm
_02811_,14.38µm
_03963_,14.38µm
_04502_,14.38µm
_01952_,14.34µm
_02248_,14.34µm
_02947_,14.34µm
_03264_,14.34µm
_04846_,14.34µm
cpu_core.regfile_inst.regs\[3\]\[8\],14.34µm
cpu_core.regfile_inst.regs\[4\]\[26\],14.34µm
cpu_core.regfile_inst.regs\[14\]\[16\],14.325µm
cpu_core.regfile_inst.regs\[18\]\[6\],14.325µm
cpu_core.regfile_inst.regs\[19\]\[17\],14.32µm
cpu_core.regfile_inst.regs\[30\]\[25\],14.31µm
cpu_core.regfile_inst.regs\[3\]\[6\],14.31µm
_02467_,14.3µm
_02519_,14.3µm
_03426_,14.3µm
_04436_,14.3µm
_04866_,14.3µm
cpu_core.regfile_inst.regs\[15\]\[17\],14.28µm
_03928_,14.26µm
_04498_,14.26µm
cpu_core.regfile_inst.regs\[24\]\[11\],14.26µm
cpu_core.regfile_inst.regs\[29\]\[28\],14.26µm
cpu_core.regfile_inst.regs\[5\]\[26\],14.26µm
dmem_dout\[20\],14.25µm
cpu_core.regfile_inst.regs\[14\]\[13\],14.225µm
_02414_,14.22µm
_04202_,14.22µm
_04556_,14.22µm
cpu_core.regfile_inst.regs\[1\]\[15\],14.22µm
cpu_core.regfile_inst.regs\[30\]\[21\],14.22µm
cpu_core.regfile_inst.regs\[18\]\[0\],14.205µm
cpu_core.regfile_inst.regs\[26\]\[19\],14.195µm
dmem_dout\[23\],14.19µm
cpu_core.regfile_inst.regs\[15\]\[14\],14.18µm
_02223_,14.175µm
cpu_core.regfile_inst.regs\[23\]\[28\],14.16µm
cpu_core.regfile_inst.regs\[29\]\[4\],14.16µm
cpu_core.regfile_inst.regs\[3\]\[13\],14.16µm
net2448,14.16µm
_03496_,14.14µm
_03546_,14.14µm
_03944_,14.14µm
_04466_,14.14µm
cpu_core.regfile_inst.regs\[11\]\[9\],14.14µm
cpu_core.regfile_inst.regs\[24\]\[9\],14.12µm
cpu_core.regfile_inst.regs\[25\]\[29\],14.12µm
cpu_core.regfile_inst.regs\[2\]\[24\],14.115µm
dmem_dout\[21\],14.11µm
_00170_,14.1µm
_04084_,14.1µm
cpu_core.regfile_inst.regs\[30\]\[12\],14.1µm
cpu_core.regfile_inst.regs\[21\]\[24\],14.08µm
net2460,14.08µm
cpu_core.alu_result_mem\[5\],14.06µm
cpu_core.regfile_inst.regs\[27\]\[17\],14.06µm
cpu_core.regfile_inst.regs\[9\]\[20\],14.04µm
_03696_,14.02µm
_04691_,14.02µm
cpu_core.regfile_inst.regs\[13\]\[20\],14.02µm
cpu_core.regfile_inst.regs\[30\]\[14\],14.01µm
_00056_,14µm
_01892_,14µm
_03065_,14µm
_03624_,14µm
_04295_,14µm
_04610_,14µm
_04717_,14µm
_04828_,14µm
cpu_core.regfile_inst.regs\[21\]\[4\],14µm
cpu_core.regfile_inst.regs\[26\]\[3\],13.99µm
cpu_core.regfile_inst.regs\[7\]\[9\],13.98µm
cpu_core.regfile_inst.regs\[26\]\[9\],13.97µm
_00105_,13.96µm
_02509_,13.96µm
_03673_,13.96µm
_04086_,13.96µm
_04096_,13.96µm
_04102_,13.96µm
_04141_,13.96µm
_04257_,13.96µm
_04632_,13.96µm
cpu_core.regfile_inst.regs\[0\]\[1\],13.96µm
cpu_core.regfile_inst.regs\[23\]\[11\],13.96µm
net1711,13.96µm
_03554_,13.95µm
cpu_core.regfile_inst.regs\[26\]\[24\],13.95µm
dmem_dout\[17\],13.95µm
dmem_dout\[18\],13.93µm
_02616_,13.92µm
_03967_,13.92µm
cpu_core.regfile_inst.regs\[6\]\[31\],13.915µm
_04374_,13.9µm
_04454_,13.9µm
dmem_dout\[19\],13.89µm
_00054_,13.88µm
_02952_,13.86µm
cpu_core.regfile_inst.regs\[15\]\[8\],13.86µm
cpu_core.regfile_inst.regs\[10\]\[22\],13.845µm
_00176_,13.84µm
_01312_,13.84µm
_01882_,13.84µm
_03094_,13.84µm
_04397_,13.84µm
_04486_,13.84µm
cpu_core.regfile_inst.regs\[16\]\[20\],13.84µm
net2237,13.84µm
cpu_core.regfile_inst.regs\[30\]\[23\],13.83µm
net1241,13.81µm
net1242,13.81µm
net1243,13.81µm
dmem_dout\[31\],13.81µm
_00098_,13.8µm
_02166_,13.8µm
_03821_,13.8µm
_04224_,13.8µm
cpu_core.regfile_inst.regs\[5\]\[0\],13.8µm
cpu_core.regfile_inst.regs\[17\]\[1\],13.78µm
_03015_,13.76µm
_04721_,13.76µm
_03152_,13.72µm
_03677_,13.7µm
cpu_core.regfile_inst.regs\[6\]\[27\],13.695µm
_03357_,13.68µm
_03977_,13.68µm
cpu_core.mem_wb_reg_inst.read_data_out\[27\],13.68µm
cpu_core.regfile_inst.regs\[7\]\[24\],13.68µm
_02435_,13.665µm
_00178_,13.66µm
_03810_,13.66µm
_04022_,13.66µm
_02662_,13.64µm
_03831_,13.64µm
_04285_,13.62µm
_01924_,13.6µm
_03504_,13.6µm
cpu_core.mem_wb_reg_inst.read_data_out\[20\],13.6µm
cpu_core.regfile_inst.regs\[15\]\[26\],13.6µm
cpu_core.regfile_inst.regs\[29\]\[7\],13.6µm
cpu_core.regfile_inst.regs\[9\]\[6\],13.6µm
_03236_,13.58µm
cpu_core.regfile_inst.regs\[9\]\[28\],13.58µm
net1249,13.57µm
cpu_core.regfile_inst.regs\[26\]\[21\],13.545µm
_03112_,13.54µm
_03604_,13.54µm
_03639_,13.54µm
_03912_,13.54µm
_04064_,13.54µm
cpu_core.regfile_inst.regs\[26\]\[27\],13.53µm
net1237,13.53µm
cpu_core.regfile_inst.regs\[27\]\[18\],13.52µm
_00026_,13.5µm
_00097_,13.5µm
_00155_,13.5µm
_03923_,13.5µm
_04768_,13.5µm
cpu_core.ex_stage_inst.rs2_data_ex\[18\],13.5µm
cpu_core.mem_wb_reg_inst.read_data_out\[30\],13.5µm
cpu_core.regfile_inst.regs\[2\]\[20\],13.495µm
_02708_,13.49µm
cpu_core.alu_result_mem\[9\],13.48µm
cpu_core.regfile_inst.regs\[28\]\[15\],13.48µm
_03494_,13.46µm
_03498_,13.46µm
_04777_,13.46µm
cpu_core.regfile_inst.regs\[13\]\[27\],13.46µm
cpu_core.regfile_inst.regs\[13\]\[29\],13.46µm
_02363_,13.44µm
cpu_core.regfile_inst.regs\[30\]\[29\],13.435µm
_02420_,13.42µm
_03506_,13.4µm
_04819_,13.4µm
cpu_core.regfile_inst.regs\[23\]\[27\],13.4µm
_01967_,13.38µm
_02908_,13.38µm
cpu_core.regfile_inst.regs\[31\]\[10\],13.38µm
cpu_core.regfile_inst.regs\[8\]\[16\],13.38µm
clknet_leaf_220_clk,13.38µm
_02909_,13.36µm
cpu_core.regfile_inst.regs\[23\]\[9\],13.36µm
_03754_,13.34µm
cpu_core.regfile_inst.regs\[23\]\[6\],13.34µm
cpu_core.regfile_inst.regs\[24\]\[6\],13.34µm
net2049,13.34µm
_03448_,13.32µm
_04599_,13.3µm
cpu_core.regfile_inst.regs\[27\]\[26\],13.3µm
cpu_core.regfile_inst.regs\[26\]\[30\],13.29µm
cpu_core.regfile_inst.regs\[22\]\[25\],13.27µm
cpu_core.regfile_inst.regs\[2\]\[6\],13.27µm
_02448_,13.26µm
_02547_,13.26µm
net1447,13.26µm
_04874_,13.24µm
cpu_core.regfile_inst.regs\[0\]\[13\],13.24µm
cpu_core.regfile_inst.regs\[29\]\[15\],13.22µm
cpu_core.regfile_inst.regs\[8\]\[4\],13.22µm
_03930_,13.2µm
_02512_,13.14µm
cpu_core.regfile_inst.regs\[17\]\[19\],13.14µm
cpu_core.regfile_inst.regs\[23\]\[19\],13.14µm
cpu_core.regfile_inst.regs\[8\]\[10\],13.14µm
net1247,13.13µm
net1250,13.13µm
cpu_core.regfile_inst.regs\[12\]\[2\],13.12µm
cpu_core.regfile_inst.regs\[25\]\[2\],13.12µm
_02777_,13.1µm
_02987_,13.08µm
_03201_,13.08µm
_03632_,13.08µm
cpu_core.ex_stage_inst.rs2_data_ex\[8\],13.08µm
cpu_core.regfile_inst.regs\[12\]\[30\],13.08µm
cpu_core.regfile_inst.regs\[5\]\[11\],13.08µm
_02049_,13.06µm
cpu_core.ex_mem_reg_inst.pc_plus4_in\[22\],13.04µm
_02441_,13.02µm
_03084_,13.02µm
_03129_,13.02µm
cpu_core.regfile_inst.regs\[0\]\[31\],13.02µm
cpu_core.regfile_inst.regs\[27\]\[5\],13.02µm
net2366,13.02µm
cpu_core.regfile_inst.regs\[28\]\[1\],13µm
_01019_,12.985µm
_02156_,12.96µm
_04036_,12.96µm
_04234_,12.96µm
_04302_,12.96µm
_04480_,12.96µm
_03968_,12.92µm
_04361_,12.92µm
_02848_,12.9µm
_03397_,12.9µm
cpu_core.regfile_inst.regs\[13\]\[2\],12.88µm
_03983_,12.86µm
_04025_,12.86µm
_04758_,12.86µm
_02694_,12.84µm
_04895_,12.84µm
cpu_core.regfile_inst.regs\[23\]\[16\],12.84µm
_02304_,12.82µm
_02951_,12.82µm
_04526_,12.82µm
_04836_,12.82µm
_02175_,12.8µm
_03075_,12.8µm
cpu_core.regfile_inst.regs\[24\]\[24\],12.78µm
_03666_,12.76µm
cpu_core.mem_wb_reg_inst.read_data_out\[24\],12.76µm
_02686_,12.74µm
_03456_,12.74µm
cpu_core.regfile_inst.regs\[18\]\[30\],12.73µm
_00154_,12.72µm
_02097_,12.72µm
_02658_,12.72µm
dbg_dmem_we,12.72µm
net1789,12.72µm
cpu_core.regfile_inst.regs\[10\]\[24\],12.705µm
_04031_,12.7µm
_04617_,12.7µm
_04729_,12.7µm
net1245,12.68µm
cpu_core.regfile_inst.regs\[31\]\[15\],12.68µm
_00062_,12.66µm
_02064_,12.66µm
_03958_,12.66µm
_04172_,12.66µm
net1688,12.66µm
cpu_core.regfile_inst.regs\[8\]\[30\],12.65µm
_02331_,12.64µm
_02696_,12.64µm
_04078_,12.64µm
_00954_,12.625µm
_03099_,12.62µm
_04346_,12.62µm
_04379_,12.62µm
_04676_,12.62µm
cpu_core.regfile_inst.regs\[5\]\[7\],12.62µm
net1307,12.62µm
net2007,12.62µm
_01898_,12.6µm
_04211_,12.6µm
cpu_core.regfile_inst.regs\[15\]\[22\],12.6µm
dbg_dmem_wdata[27],12.6µm
_03593_,12.58µm
_04513_,12.58µm
cpu_core.regfile_inst.regs\[17\]\[30\],12.58µm
cpu_core.regfile_inst.regs\[8\]\[21\],12.58µm
_02129_,12.56µm
_02238_,12.56µm
_02618_,12.54µm
_03876_,12.54µm
cpu_core.regfile_inst.regs\[12\]\[19\],12.54µm
_02690_,12.52µm
_02941_,12.52µm
net1886,12.52µm
_01978_,12.5µm
_02704_,12.5µm
_03455_,12.5µm
_03927_,12.5µm
_04452_,12.5µm
cpu_core.regfile_inst.regs\[24\]\[15\],12.5µm
net1569,12.5µm
cpu_core.regfile_inst.regs\[26\]\[23\],12.49µm
cpu_core.regfile_inst.regs\[18\]\[14\],12.47µm
cpu_core.regfile_inst.regs\[12\]\[16\],12.46µm
cpu_core.regfile_inst.regs\[5\]\[20\],12.46µm
_01992_,12.42µm
_03184_,12.42µm
_03490_,12.42µm
_04326_,12.42µm
cpu_core.regfile_inst.regs\[21\]\[1\],12.42µm
_00899_,12.405µm
_03585_,12.38µm
cpu_core.regfile_inst.regs\[19\]\[13\],12.38µm
cpu_core.regfile_inst.regs\[18\]\[23\],12.37µm
_03687_,12.36µm
_03698_,12.36µm
cpu_core.regfile_inst.regs\[3\]\[2\],12.34µm
_00835_,12.325µm
_02681_,12.32µm
_00078_,12.3µm
_02837_,12.3µm
_03813_,12.3µm
cpu_core.regfile_inst.regs\[16\]\[22\],12.3µm
_02472_,12.28µm
_04203_,12.28µm
_04698_,12.28µm
_02895_,12.26µm
_03392_,12.26µm
cpu_core.regfile_inst.regs\[15\]\[4\],12.26µm
net2062,12.26µm
_00103_,12.24µm
_02133_,12.24µm
_03797_,12.24µm
_04054_,12.24µm
_03486_,12.22µm
_02330_,12.2µm
_03669_,12.2µm
_00336_,12.19µm
_04100_,12.18µm
_04786_,12.18µm
_04817_,12.18µm
_02709_,12.16µm
_02886_,12.16µm
_03106_,12.16µm
_03383_,12.16µm
_03582_,12.16µm
net1263,12.16µm
_03806_,12.14µm
_03067_,12.12µm
_03489_,12.12µm
_03649_,12.12µm
_03686_,12.12µm
_03888_,12.12µm
_02820_,12.1µm
_02513_,12.08µm
_02829_,12.08µm
_03755_,12.08µm
_03776_,12.08µm
_03949_,12.08µm
_03812_,12.04µm
_03835_,12.04µm
dbg_imem_addr[31],12.02µm
dbg_imem_data[0],12.02µm
dbg_imem_data[1],12.02µm
dbg_imem_data[2],12.02µm
dbg_imem_data[3],12.02µm
dbg_imem_data[4],12.02µm
dbg_imem_data[5],12.02µm
_04805_,11.98µm
_00060_,11.96µm
_02501_,11.96µm
_02667_,11.96µm
_04521_,11.94µm
_02868_,11.92µm
_04254_,11.92µm
cpu_core.mem_wb_reg_inst.read_data_out\[29\],11.92µm
cpu_core.regfile_inst.regs\[1\]\[6\],11.92µm
cpu_core.regfile_inst.regs\[21\]\[27\],11.92µm
_02835_,11.88µm
_03125_,11.88µm
_04747_,11.88µm
clknet_leaf_209_clk,11.88µm
net2088,11.88µm
cpu_core.regfile_inst.regs\[10\]\[9\],11.865µm
_03028_,11.84µm
_03517_,11.84µm
_04778_,11.84µm
net1575,11.84µm
_03147_,11.82µm
_04117_,11.82µm
_04798_,11.82µm
cpu_core.ex_stage_inst.rs1_data_ex\[5\],11.82µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[14\],11.82µm
cpu_core.regfile_inst.regs\[18\]\[9\],11.81µm
_02643_,11.8µm
_03503_,11.8µm
_02954_,11.78µm
_03077_,11.78µm
_04115_,11.78µm
_04136_,11.78µm
net1402,11.78µm
cpu_core.regfile_inst.regs\[24\]\[4\],11.76µm
cpu_core.regfile_inst.regs\[4\]\[8\],11.76µm
net1379,11.76µm
_01670_,11.745µm
cpu_core.regfile_inst.regs\[25\]\[5\],11.74µm
net1412,11.74µm
_02148_,11.72µm
_03450_,11.72µm
_03798_,11.72µm
_04164_,11.72µm
_04324_,11.72µm
_02465_,11.715µm
_03167_,11.7µm
_03262_,11.7µm
_04121_,11.7µm
_04542_,11.7µm
cpu_core.regfile_inst.regs\[21\]\[20\],11.7µm
cpu_core.regfile_inst.regs\[8\]\[2\],11.7µm
cpu_core.regfile_inst.regs\[22\]\[28\],11.69µm
dbg_dmem_wdata[19],11.68µm
dbg_dmem_wdata[20],11.68µm
dbg_dmem_wdata[21],11.68µm
dbg_dmem_wdata[22],11.68µm
dbg_dmem_wdata[23],11.68µm
dbg_dmem_wdata[24],11.68µm
dbg_dmem_wdata[25],11.68µm
dbg_dmem_wdata[26],11.68µm
dbg_dmem_wdata[28],11.68µm
dbg_dmem_wdata[29],11.68µm
dbg_dmem_wdata[30],11.68µm
dbg_dmem_wdata[31],11.68µm
dbg_imem_addr[0],11.68µm
dbg_imem_addr[1],11.68µm
dbg_imem_addr[2],11.68µm
dbg_imem_addr[6],11.68µm
cpu_core.regfile_inst.regs\[30\]\[27\],11.67µm
_02071_,11.66µm
_02411_,11.66µm
_02845_,11.66µm
_04146_,11.66µm
_02172_,11.64µm
_02143_,11.62µm
_03708_,11.62µm
_03823_,11.62µm
_03882_,11.62µm
_00152_,11.6µm
_02130_,11.6µm
_04463_,11.6µm
_01966_,11.58µm
_03964_,11.58µm
_04011_,11.58µm
_04639_,11.58µm
cpu_core.regfile_inst.regs\[10\]\[4\],11.55µm
_01847_,11.54µm
_01885_,11.54µm
_02140_,11.54µm
_03299_,11.52µm
_04796_,11.52µm
_04675_,11.5µm
_03242_,11.48µm
_04601_,11.48µm
_04612_,11.48µm
_04635_,11.46µm
_04785_,11.46µm
net2096,11.46µm
_04056_,11.44µm
_02217_,11.42µm
_03956_,11.42µm
_04478_,11.38µm
cpu_core.regfile_inst.regs\[7\]\[28\],11.38µm
_02257_,11.36µm
_04870_,11.36µm
net1318,11.36µm
_03965_,11.32µm
_04417_,11.32µm
net1310,11.32µm
_03298_,11.3µm
_03361_,11.3µm
_00131_,11.28µm
_00163_,11.28µm
_02499_,11.28µm
_03614_,11.28µm
cpu_core.regfile_inst.regs\[20\]\[11\],11.28µm
net1469,11.28µm
_02929_,11.26µm
net1541,11.26µm
_02046_,11.24µm
_02672_,11.24µm
_03113_,11.24µm
_04179_,11.24µm
_04651_,11.24µm
dbg_dmem_wdata[6],11.24µm
dbg_imem_addr[24],11.24µm
dbg_imem_data[22],11.24µm
dbg_imem_data[7],11.24µm
net1305,11.24µm
dbg_imem_addr[3],11.22µm
dbg_imem_addr[4],11.22µm
